# logged on Tue Aug 18 14:52:59 2026
#
# Rotor commands low-pass filter cut-off frequency
# { fc 0 }
# IMU calibration (0°C average)
# gscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# gbias {
#  0                    0  1                    0  2                    0
# }
# gstddev {
#  0                 0.01  1                 0.01  2                 0.01
# }
# ascale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# abias {
#  0                    0  1                    0  2                    0
# }
# astddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
# mscale {
#  0                    1  1                    0  2                    0
#  3                    0  4                    1  5                    0
#  6                    0  7                    0  8                    1
# }
# mbias {
#  0                    0  1                    0  2                    0
# }
# mstddev {
#  0                 0.05  1                 0.05  2                 0.05
# }
#
# IMU low-pass filter cutoff frequencies
# gfc { x 20  y 20  z 20 }
# afc { x 5  y 5  z 5 }
# mfc { x 0  y 0  z 0 }
#
# sensor rate
# { imu 1000 mag 0 motor 20 battery 1 }
ts imu_rate mag_rate motor_rate bat imu_temp imu_wx imu_wy imu_wz raw_wx raw_wy raw_wz imu_ax imu_ay imu_az raw_ax raw_ay raw_az mag_x mag_y mag_z raw_mx raw_my raw_mz cmd_v0 cmd_v1 cmd_v2 cmd_v3 cmd_v4 cmd_v5 cmd_v6 cmd_v7 meas_v0 thro0 cons0 meas_v1 thro1 cons1 meas_v2 thro2 cons2 meas_v3 thro3 cons3 meas_v4 thro4 cons4 meas_v5 thro5 cons5 meas_v6 thro6 cons6 meas_v7 thro7 cons7 clk0 clk1 clk2 clk3 clk4 clk5 clk6 clk7
1787064779.766846000  191.075 0 7.45961e-09  16  nan  -0.000565928 -0.000512575 -0.000448808  0.0015979 0 -0.0015979  -0.000208247 0.0191487 9.81417  0.00239502 0 9.81958  2.364e-05 -3.4e-07 -3.98e-05  2.364e-05 -3.4e-07 -3.98e-05  - - - - - - - - 0 0 0 0 0 0 0 0 0 0 0 0 nan nan nan nan nan nan nan nan nan nan nan nan 0 0 0 0 0 0 0 0
1787064779.856081000  602.089 0 429.999  -  nan  0.000720794 0.000909943 -0.000478413  0.00106526 0 0  0.00407562 0.00515228 9.81244  0.0287402 0.00479004 9.80521  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.857081000  605.655 0 429.999  -  nan  0.000521407 0.0010462 -0.000365545  -0.00106526 0.00213053 0.000532632  0.00409739 0.0046306 9.81215  0.00479004 -0.0119751 9.80281  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.858085000  610.17 0 429.999  -  nan  0.000641581 0.00098887 0.000329328  0.0015979 0.000532632 0.00585895  0.00455618 0.00507316 9.8126  0.0191602 0.0191602 9.82677  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.861072000  617.528 0 429.999  -  nan  0.00084318 0.000892692 0.00149502  0.0015979 0.000532632 0.00585895  0.00543228 0.00591824 9.81345  0.0191602 0.0191602 9.82677  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1787064779.862112000  627.107 0 429.999  -  nan  0.00100228 0.000816788 0.00241497  0.0015979 0.000532632 0.00585895  0.00625582 0.00671263 9.81424  0.0191602 0.0191602 9.82677  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.863089000  631.113 0 429.999  -  nan  0.00106877 0.000785067 0.00279944  0.0015979 0.000532632 0.00585895  0.00664887 0.00709177 9.81463  0.0191602 0.0191602 9.82677  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.864091000  634.139 0 429.999  -  nan  0.000176473 0.000519044 0.00266531  -0.00692422 -0.0015979 0.0015979  0.00673815 0.00651101 9.81412  0.00958008 -0.0119751 9.79802  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.869283000  639.085 0 429.999  -  nan  0.000513535 0.000342179 0.00218938  0.00319579 -0.00106526 -0.0015979  0.00587637 0.00675039 9.81458  -0.0215552 0.0143701 9.82916  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1787064779.871085000  642.941 0 429.999  -  nan  0.000781674 0.000461702 0.00109369  0.000532632 0.00266316 -0.00426106  0.00474139 0.0070616 9.81348  -0.00479004 0.00958008 9.76449  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.872841000  650.068 0 429.999  -  nan  0.00108594 0.000390643 0.00026217  0.00372843 -0.00213053 -0.0015979  0.00380485 0.00772333 9.81164  -0.0167651 0.0263452 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.873066000  650.068 0 429.999  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.874098000  653.74 0 429.999  -  nan  0.00138093 0.000109191 5.45208e-05  0.00372843 -0.00213053 -0.0015979  0.00317831 0.00829054 9.8113  -0.0167651 0.0263452 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.875497000  653.74 0 429.999  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.876076000  658.458 0 429.999  -  nan  0.00122677 0.000513225 0.000345737  0 0.00372843 0.00266316  0.0024979 0.00862162 9.80973  -0.0191602 0.0191602 9.7597  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.877085000  659.944 0 429.999  -  nan  0.00103036 0.000693773 0.000842285  -0.000532632 0.00213053 0.00479369  0.00227591 0.00923441 9.80915  -0.00479004 0.0287402 9.79084  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.878080000  663.415 0 289.305  -  nan  0.000855875 0.000854166 0.0012834  -0.000532632 0.00213053 0.00479369  0.00206069 0.00982854 9.80859  -0.00479004 0.0287402 9.79084  - - -  - - -  - - - - - - - - 0 9.87292 2.736 0 9.87292 2.736 0 9.87292 2.736 0 9.87292 2.736 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.879073000  666.721 0 289.305  -  nan  0.00111709 0.00117503 0.00125905  0.00319579 0.00372843 0.00106526  0.00148728 0.00996687 9.80864  -0.0167651 0.0143701 9.81  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.880073000  670.075 0 289.305  -  nan  0.00134915 0.00146008 0.00123742  0.00319579 0.00372843 0.00106526  0.000931325 0.010101 9.80868  -0.0167651 0.0143701 9.81  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.881097000  673.226 0 289.305  -  nan  0.000841773 0.00123763 0.0012182  -0.00319579 -0.000532632 0.00106526  0.000611157 0.0101581 9.80894  -0.00958008 0.0119751 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.882109000  676.434 0 289.305  -  nan  0.000391038 0.00104 0.00120113  -0.00319579 -0.000532632 0.00106526  0.000300742 0.0102134 9.80919  -0.00958008 0.0119751 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.883087000  679.812 0 289.305  -  nan  5.00822e-05 0.000626599 0.00118596  -0.00266316 -0.00266316 0.00106526  0.000437482 0.00953758 9.80885  0.00479004 -0.0119751 9.79802  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.884083000  682.385 0 289.305  -  nan  -0.000252811 0.000259346 0.00117248  -0.00266316 -0.00266316 0.00106526  0.000570057 0.00888232 9.80852  0.00479004 -0.0119751 9.79802  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.885080000  686.432 0 289.305  -  nan  0.000191635 -0.000364211 0.000922673  0.00372843 -0.00532632 -0.00106526  0.00128219 0.00824702 9.80922  0.0239502 -0.0119751 9.83156  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.886075000  689.617 0 289.305  -  nan  0.000586465 -0.000918158 0.000700749  0.00372843 -0.00532632 -0.00106526  0.00197264 0.00763108 9.8099  0.0239502 -0.0119751 9.83156  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.889450000  695.319 0 289.305  -  nan  -0.000254165 -0.00110291 0.00138955  -0.0015979 -0.00106526 0.00426106  0.0025358 0.00776135 9.81221  0.0191602 0.0191602 9.85072  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.890175000  707.597 0 289.305  -  nan  -0.000404172 -0.0010987 0.00171011  -0.0015979 -0.00106526 0.00426106  0.00304216 0.00810855 9.81339  0.0191602 0.0191602 9.85072  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.891215000  710.622 0 289.305  -  nan  -0.000359052 -0.000857129 0.00175705  0 0.00106526 0.00213053  0.00156345 0.00705912 9.81387  -0.0455054 -0.0263452 9.82916  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.892102000  719.401 0 289.305  -  nan  -0.000497351 -0.000939825 0.00144198  -0.0015979 -0.0015979 -0.00106526  0.000786331 0.00640641 9.81375  -0.0239502 -0.0143701 9.81  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.893088000  719.401 0 289.305  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.896360000  714.589 0 289.305  -  nan  0.000606565 -0.000499693 0.00148858  0.00319579 0.000532632 0.0015979  -0.000769117 0.00371614 9.81257  -0.0167651 -0.0239502 9.80042  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.897080000  714.589 0 289.305  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.898083000  714.589 0 289.305  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.899098000  722.497 0 289.305  -  nan  0.00109293 1.52317e-05 0.0010954  0.00266316 0.00319579 -0.00213053  -0.00143692 0.00154578 9.81162  -0.00718506 -0.0407153 9.79323  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.900084000  734.306 0 289.305  -  nan  0.000970925 -0.000343232 0.000973119  0 -0.00319579 0  -0.000882506 0.0023741 9.81091  0.0167651 0.0287402 9.78844  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.901528000  734.306 0 289.305  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.902127000  738.564 0 289.305  -  nan  0.000862535 -0.000661678 0.000864484  0 -0.00319579 0  -0.000344976 0.00317718 9.81023  0.0167651 0.0287402 9.78844  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.904327000  738.564 0 289.305  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.905081000  738.564 0 289.305  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.906081000  742.478 0 289.305  -  nan  0.000706786 -0.000349969 0.00112474  -0.000532632 0.00213053 0.00319579  0.000467981 0.00220501 9.81059  0.0263452 -0.0287402 9.82198  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.907328000  742.478 0 289.305  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.908071000  743.753 0 289.305  -  nan  0.00122249 -1.3598e-05 0.00123702  0.00532632 0.00266316 0.00213053  0.000818477 0.00170015 9.80969  0.0119751 -0.0143701 9.78126  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.909065000  742.792 0 289.305  -  nan  0.00168062 -0.000249922 0.000742164  0.00532632 -0.00213053 -0.00319579  0.000793547 0.00164836 9.8097  0 0 9.81  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.910087000  746.281 0 289.305  -  nan  0.00208761 -0.000459864 0.000302549  0.00532632 -0.00213053 -0.00319579  0.000769376 0.00159815 9.80971  0 0 9.81  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.911099000  748.899 0 289.305  -  nan  0.00167618 -0.000408527 0.000268774  -0.0015979 0 0  0.000162342 0.00206013 9.80979  -0.0191602 0.0167651 9.8124  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.912084000  751.773 0 289.305  -  nan  0.00184582 -0.000362921 6.03876e-05  0.00319579 0 -0.0015979  0.00139755 0.00214328 9.81002  0.0407153 0.00479004 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.913073000  754.127 0 289.305  -  nan  0.00199652 -0.000322406 -0.000124735  0.00319579 0 -0.0015979  0.00259513 0.00222389 9.81024  0.0407153 0.00479004 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.914079000  755.931 0 289.305  -  nan  0.0015358 -0.000286414 8.1106e-06  -0.00213053 0 0.00106526  0.00222428 0.00201026 9.81038  -0.00958008 -0.00479004 9.81479  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.915073000  758.556 0 289.305  -  nan  0.00112651 -0.00025444 0.000126126  -0.00213053 0 0.00106526  0.00186473 0.00180313 9.81051  -0.00958008 -0.00479004 9.81479  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.916075000  760.949 0 289.305  -  nan  0.00195212 -0.00070172 0.000171507  0.00852212 -0.00426106 0.000532632  0.00224564 0.00160231 9.81079  0.0143701 -0.00479004 9.81958  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.917076000  762.819 0 289.305  -  nan  0.00268556 -0.00109907 0.000211821  0.00852212 -0.00426106 0.000532632  0.00261494 0.0014076 9.81106  0.0143701 -0.00479004 9.81958  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.919961000  770.069 0 289.305  -  nan  0.00443016 -0.00204422 0.000307714  0.00852212 -0.00426106 0.000532632  0.0036567 0.000858353 9.81181  0.0143701 -0.00479004 9.81958  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.920063000  770.069 0 289.305  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.921093000  772.144 0 289.305  -  nan  0.00369776 -0.00139979 0.000273363  -0.00213053 0.00372843 0  0.00259697 0.00141581 9.81183  -0.0311353 0.0191602 9.8124  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.922141000  774.764 0 289.305  -  nan  0.00328496 -0.00130298 -0.000292299  0 -0.000532632 -0.00479369  0.00266377 0.00108088 9.8136  0.00479004 -0.00958008 9.86988  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.923173000  777.272 0 289.305  -  nan  0.00291824 -0.00121698 -0.000794813  0 -0.000532632 -0.00479369  0.00272854 0.000756161 9.81531  0.00479004 -0.00958008 9.86988  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.927269000  779.275 0 289.305  -  nan  0.00318707 -0.00108113 -0.000646623  0.00532632 0 0.000532632  0.00330198 0.000733129 9.81515  0.0215552 0 9.81  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.928999000  777.341 0 238.076  -  nan  0.00342588 -0.000960434 -0.000514977  0.00532632 0 0.000532632  0.00385795 0.000710799 9.81499  0.0215552 0 9.81  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1787064779.929121000  775.368 0 196.551  -  nan  0.00399394 -0.000673351 -0.000201836  0.00532632 0 0.000532632  0.00542632 0.000647806 9.81455  0.0215552 0 9.81  - - -  - - -  - - - - - - - - 15.2919 4.78983 65.283 15.2593 12.8055 0.772 15.361 5.6696 2.215 15.5516 6.06061 64.121 - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.930070000  775.368 0 196.551  -  nan  0.0033697 -0.000776563 -0.000357686  -0.0015979 -0.0015979 -0.0015979  0.00511514 0.000409225 9.81587  -0.00479004 -0.00718506 9.8579  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.931069000  775.368 0 196.551  -  nan  0.00263676 -0.000689871 -0.000436676  -0.00319579 0 -0.00106526  0.00503229 0.00039676 9.81503  0.00239502 0 9.78844  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.932087000  775.368 0 196.551  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.933106000  782.077 0 196.551  -  nan  0.00198564 -0.000612857 -0.000506849  -0.00319579 0 -0.00106526  0.00495196 0.000384675 9.81422  0.00239502 0 9.78844  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.934076000  782.077 0 196.551  -  -  - - -  - - -  - - -  - - -  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.935082000  783.664 0 196.551  -  nan  0.00111792 0.00131287 -0.000400001  -0.00213053 0.00852212 0  0.00508592 -0.000213113 9.81325  0.00718506 -0.00958008 9.79802  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.936070000  792.966 0 196.551  -  nan  0.00111204 0.000809543 -0.000652649  0.00106526 -0.00319579 -0.00266316  0.00442036 -0.000425472 9.81337  -0.0167651 -0.00718506 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.937537000  795.198 0 196.551  -  nan  0.00110682 0.000362406 -0.000877093  0.00106526 -0.00319579 -0.00266316  0.00377507 -0.000631362 9.81349  -0.0167651 -0.00718506 9.81719  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.938069000  797.128 0 196.551  -  nan  0.00104272 0.000500331 -0.000660258  0.000532632 0.0015979 0.00106526  0.00438958 -0.000539182 9.81375  0.0239502 0.00239502 9.82198  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.939071000  798.981 0 196.551  -  nan  0.000985775 0.000622858 -0.000467629  0.000532632 0.0015979 0.00106526  0.00498538 -0.000449809 9.814  0.0239502 0.00239502 9.82198  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.940102000  801.122 0 196.551  -  nan  0.000816268 0.00126685 -5.86619e-05  -0.000532632 0.00639159 0.00319579  0.00534418 -0.000290208 9.81512  0.0167651 0.00479004 9.85072  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.941079000  803.242 0 196.551  -  nan  0.000665683 0.00183895 0.00030465  -0.000532632 0.00639159 0.00319579  0.00569205 -0.000135469 9.8162  0.0167651 0.00479004 9.85072  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.942074000  804.89 0 196.551  -  nan  0.00065083 0.00163366 9.22587e-05  0.000532632 0 -0.0015979  0.00668588 8.75075e-05 9.81645  0.0383203 0.00718506 9.82437  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.943086000  806.802 0 196.551  -  nan  0.000637635 0.00145129 -9.64221e-05  0.000532632 0 -0.0015979  0.00764943 0.000303692 9.81669  0.0383203 0.00718506 9.82437  - - -  - - -  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.944092000  807.925 0 196.551  -  nan  0.000506992 0.0017055 -0.000799184  -0.000532632 0.00372843 -0.00639159  0.00668694 0.000148542 9.81583  -0.0239502 -0.00479004 9.78844  - - -  - - -  0 0 0 0 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.945113000  810.176 0 196.551  -  nan  0.000390933 0.00193133 -0.00142349  -0.000532632 0.00372843 -0.00639159  0.00575376 -1.88244e-06 9.815  -0.0239502 -0.00479004 9.78844  - - -  - - -  0 0 0 0 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.946130000  812.862 0 196.551  -  nan  0.000644594 0.00236979 -0.00114566  0.00266316 0.00585895 0.00106526  0.00521376 -0.000220675 9.81528  -0.0119751 -0.00718506 9.82437  - - -  - - -  0 0 0 0 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1787064779.950096000  820.399 0 196.551  -  nan  0.000632962 0.00285337 -1.445e-05  -0.00426106 -0.0015979 0.00372843  0.00357804 -0.000447603 9.8151  0 0.0119751 9.78365  - - -  - - -  0 0.00016112 0.000231742 0.000161112 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.951092000  822.286 0 196.551  -  nan  0.000205538 0.00176185 -0.000191218  -0.00319579 -0.00692422 -0.0015979  0.0032502 3.73078e-06 9.814  -0.00718506 0.0143701 9.77886  - - -  - - -  0 0.000306869 0.000441257 0.000307033 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.952097000  824.023 0 196.551  -  nan  -0.00017417 0.000792176 -0.000348253  -0.00319579 -0.00692422 -0.0015979  0.00293236 0.000441317 9.81293  -0.00718506 0.0143701 9.77886  - - -  - - -  0 0.000414403 0.000595706 0.000414467 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.953684000  827.031 0 196.551  -  nan  -0.000392569 0.000763202 -0.000309376  -0.00213053 0.000532632 0  0.00306189 0.000865575 9.81276  0.00718506 0.0143701 9.8076  - - -  - - -  0 0.000537188 0.00077221 0.000537272 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0

1787064779.957106000  830.363 0 196.551  -  nan  -0.000275226 0.00196795 -0.0002169  0 0.00479369 0  0.00321504 0.00142562 9.81167  0.00479004 0.00718506 9.80042  - - -  - - -  0 0.00107468 0.00154497 0.00107411 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.958186000  832.05 0 196.551  -  nan  -0.000422883 0.00180772 -1.43052e-05  -0.0015979 0.000532632 0.0015979  0.00333596 0.0024035 9.81074  0.00718506 0.0335303 9.78126  - - -  - - -  0 0.00138174 0.00198615 0.00138102 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.959213000  833.235 0 196.551  -  nan  -0.000554056 0.00166538 0.000165673  -0.0015979 0.000532632 0.0015979  0.0034532 0.00335159 9.80985  0.00718506 0.0335303 9.78126  - - -  - - -  0 0.00159667 0.00229496 0.00159588 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.960262000  835.632 0 196.551  -  nan  -0.00013544 0.00136054 0.000682323  0.00319579 -0.00106526 0.00479369  0.00356687 0.00230115 9.81014  0.00718506 -0.0311353 9.81958  - - -  - - -  0 0.00182696 0.00262596 0.00182605 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.961488000  834.13 0 196.551  -  nan  0.000236443 0.00108974 0.0011413  0.00319579 -0.00106526 0.00479369  0.00367708 0.00128271 9.81043  0.00718506 -0.0311353 9.81958  - - -  - - -  0 0.00207278 0.00297899 0.00207157 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.962227000  843.774 0 196.551  -  nan  0.00050735 0.00120592 0.000835506  0.00266316 0.00213053 -0.0015979  0.00378393 0.00175429 9.81027  0.00718506 0.0167651 9.80521  - - -  - - -  0 0.00233405 0.00335406 0.00233295 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.964250000  846.539 0 196.551  -  nan  0.000961812 0.00140084 0.000322525  0.00266316 0.00213053 -0.0015979  0.00398796 0.0026548 9.80997  0.00718506 0.0167651 9.80521  - - -  - - -  0 0.00276399 0.00397187 0.00276338 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
1787064779.965211000  848.611 0 196.551  -  nan  0.00144905 0.00142284 0.000167599  0.00532632 0.0015979 -0.00106526  0.00393944 0.00315753 9.80968  0.00239502 0.0191602 9.80042  - - -  - - -  0 0.00306299 0.00440215 0.00306299 - - - - - - - - - - - - - - - - - - - - - - - - - - - - 0 0 0 0 0 0 0 0
